AVATAR_COLOR,BILLING_ACCOUNT_ID,CREATED_AT,EMAIL,FIRST_NAME,ID,INVITED_BY,IS_DEMO_BOOKED,IS_INVITE_FLOW,IS_MIC_AVAILABLE,LAST_NAME,MARKETING_COMMUNICATION,MOBILE,ROLE,SIGNUP_TYPE,STATUS,STEPS,TERMS_AND_CONDITION,TRAINING_PERMISSION_VIDEO,UID,UPDATED_AT,UUID,_SDC_BATCHED_AT,_SDC_RECEIVED_AT,_SDC_SEQUENCE,_SDC_TABLE_VERSION
#6E651C,"35,954","February 2, 2025, 10:52 PM",tamyxe.fyzyze@globex.systems,Tamyxe,37562,,FALSE,FALSE,FALSE,Fyzyze,TRUE,,developer,google,ready,,TRUE,,EXTwaL8NhVWJtcqrZ1jeiIn2Bs13,"February 2, 2025, 10:52 PM",53407cb3-e16a-4e48-b87e-4e29be592579,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,963,560,000","1,756,344,068,653"
#271316,"94,482","August 3, 2025, 1:29 AM",qypi.kesyxa@gmail.com,Qypi,96098,,FALSE,FALSE,FALSE,Kesyxa,TRUE,,developer,google,ready,,TRUE,,mqSTi3fSfURSPxCC3v8PACfm5lm1,"August 3, 2025, 1:29 AM",1b273f20-b0ae-45d3-8517-26d565b2d604,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,035,900,000","1,756,344,068,653"
#9F92CE,"4,039","January 16, 2024, 10:13 PM",rakiza.qiose@tavus.io,Rakiza,5291,72,FALSE,FALSE,FALSE,Qiose,TRUE,,admin,email,ready,,TRUE,,Iyrz0eALPtY819Sx7Ta7pFNh0G73,"January 16, 2024, 10:13 PM",355dbd35-1166-496a-a901-85ce78d27c87,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,424,150,000","1,756,344,068,653"
#EF076F,"96,101","August 11, 2025, 10:46 AM",miqe.lyla@oscorp.co,Miqe,97717,,FALSE,FALSE,FALSE,Lyla,TRUE,,developer,email,ready,,TRUE,,wMaVDTokRMRGA3oKpPzH0mvBszw1,"August 11, 2025, 10:46 AM",55d34ff0-2c52-44e1-ab34-aec57377bf11,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,053,410,000","1,756,344,068,653"
#449237,"9,570","August 15, 2024, 2:29 PM",heqa.feny@gmail.com,Heqa,11145,,FALSE,FALSE,FALSE,Feny,TRUE,,developer,google,ready,,TRUE,,83dzDoBsoGWew4OlhJLAy1XFqlC3,"August 15, 2024, 2:29 PM",3396c6dc-a3f0-4e8c-b807-222782e04386,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,513,260,000","1,756,344,068,653"
#060988,"60,092","April 28, 2025, 12:13 AM",zozu.jaha@piedpiper.ai,Zozu,61703,,FALSE,FALSE,FALSE,Jaha,TRUE,,developer,email,ready,,TRUE,,drU2WgY0iTPjjUk4qCGVPVWD1Sz2,"April 28, 2025, 12:13 AM",f6ec1fdb-cbe9-4365-aef8-32c64bcfd21b,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,397,070,000","1,756,344,068,653"
#654E0E,"85,682","July 6, 2025, 12:47 AM",zulavu.sesogu@gmail.com,Zulavu,87298,,FALSE,FALSE,FALSE,Sesogu,TRUE,,developer,email,ready,,TRUE,,5xwxKXL2Una4Tw02lmC0Ux8Xb7q2,"July 6, 2025, 12:47 AM",6e4032e5-45da-4a7c-b287-34867d67fcc1,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,874,130,000","1,756,344,068,653"
#34EF74,"90,737","July 19, 2025, 11:15 PM",jeqo.farooq@gmail.com,Jeqo,92353,,FALSE,FALSE,FALSE,Farooq,TRUE,,developer,email,ready,,TRUE,,ZcBnFSQqPMgWQUt7HDO4fN0fxA33,"July 19, 2025, 11:15 PM",a395e132-6bbf-49f2-b24f-8af8b0dabcd7,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,964,310,000","1,756,344,068,653"
#9241F9,"74,096","June 10, 2025, 6:48 AM",guzui.gudotu@gmail.com,Guzui,75712,,FALSE,FALSE,FALSE,Gudotu,TRUE,,developer,google,ready,,TRUE,,0DEHyEGrZLUtYNC2zxzf6aoRlmA3,"June 10, 2025, 6:48 AM",fb4a8239-58b2-405e-9e73-abae6379ac98,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,634,380,000","1,756,344,068,653"
#D717FB,"39,886","February 24, 2025, 4:50 PM",pudaqy.fyxa@solstice.systems,Pudaqy,41494,,FALSE,FALSE,FALSE,Fyxa,TRUE,,developer,email,ready,,TRUE,,UOMk91WYgIZBKdQYjWgfbrZur3V2,"February 24, 2025, 4:50 PM",0cf1caa6-15b2-4302-aa86-e374c340fbf2,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,037,000,000","1,756,344,068,653"
#D2FF0B,"85,781","July 6, 2025, 1:27 PM",lomo.guxibe@gmail.com,Lomo,87397,,FALSE,FALSE,FALSE,Guxibe,TRUE,,developer,google,ready,,TRUE,,seCLMQ9mELYdnY49w9zEgpLNqYx2,"July 6, 2025, 1:27 PM",11b66245-434f-4579-98d9-4161c91901db,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,875,910,000","1,756,344,068,653"
#B1DD44,"98,245","August 23, 2025, 1:20 AM",wawu.dimaze@gmail.com,Wawu,99861,,FALSE,FALSE,FALSE,Dimaze,TRUE,,developer,google,ready,,TRUE,,DxKR7mHTnMbNVKtBxWX1TDBqPUu2,"August 23, 2025, 1:20 AM",920a9d02-ff63-49b7-9d33-b45628e64cc0,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,075,720,000","1,756,344,068,653"
#D47984,"33,097","January 15, 2025, 10:17 AM",gekedy.nexi@evergreengroup.io,Gekedy,34700,,FALSE,FALSE,FALSE,Nexi,TRUE,,developer,google,ready,,TRUE,,W5ju8sggk3hnNEHC7ezif27AVJ72,"January 15, 2025, 10:17 AM",7905b2cb-62ce-4c80-965e-bafa94c8b124,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,920,120,000","1,756,344,068,653"
#5877F9,"40,992","March 1, 2025, 11:41 AM",guno.raji@gmail.com,Guno,42600,,FALSE,FALSE,FALSE,Raji,TRUE,,developer,google,ready,,TRUE,,dJ59paAXQuVN1qkMkgy9IdIUQU83,"March 1, 2025, 11:41 AM",63f39a87-80da-460c-b8f5-4d44d0d8b2b8,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,056,300,000","1,756,344,068,653"
#020A97,"76,278","June 16, 2025, 7:08 AM",zydi.guxe@gmail.com,Zydi,77894,,FALSE,FALSE,FALSE,Guxe,TRUE,,developer,email,ready,,TRUE,,t9lI4EVwNHOrezgPlLqh3OnwrPl2,"June 16, 2025, 7:08 AM",2e326f61-d8d8-4e1c-97ce-a36aaaa0a8e7,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,665,540,000","1,756,344,068,653"
#03ABE6,"41,882","March 5, 2025, 7:57 AM",zeluvu.kifyfo@gmail.com,Zeluvu,43490,,FALSE,FALSE,FALSE,Kifyfo,TRUE,,developer,google,ready,,TRUE,,Gi3UUefZoFcnWzBvm8bsFmL4HGE3,"March 5, 2025, 7:57 AM",22a9d091-aa31-4c03-8038-e5c4238a86b9,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,070,160,000","1,756,344,068,653"
#0C35FA,"89,195","July 15, 2025, 11:08 PM",toelo.cybe@wayneworks.tech,Toelo,90811,,FALSE,FALSE,FALSE,Cybe,TRUE,,developer,email,ready,,TRUE,,1sRpG2b1FMN8LdBf26HM27Sqyo13,"July 15, 2025, 11:08 PM",6a5642e8-8766-4b08-a96e-3ddf787482c1,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,936,140,000","1,756,344,068,653"
#521EF1,"81,070","June 28, 2025, 3:49 AM",xiwa.litawi@gmail.com,Xiwa,82686,,FALSE,FALSE,FALSE,Litawi,TRUE,,developer,google,ready,,TRUE,,0rFsVeB1B2glrubnAkkTbr98KI42,"June 28, 2025, 3:49 AM",febbbc53-eee6-42d2-a990-a61c28e21275,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,733,360,000","1,756,344,068,653"
#A8EDD7,"47,655","March 21, 2025, 9:44 PM",heqa.zude@initechventures.io,Heqa,49263,,FALSE,FALSE,FALSE,Zude,TRUE,,developer,email,ready,,TRUE,,M7VVn4IiDNgrN7PAda7nCaOqVen2,"March 21, 2025, 9:44 PM",c1b5c00c-8ada-4a69-aba1-a2741da27d7e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,252,130,000","1,756,344,068,653"
#1FF58E,"93,803","July 30, 2025, 6:57 PM",saecu.mulifa@gmail.com,Saecu,95419,,FALSE,FALSE,FALSE,Mulifa,TRUE,,developer,google,ready,,TRUE,,uAakQRgXTNVBISrpSblviQJVK4p2,"July 30, 2025, 6:57 PM",e2424f9f-6f1b-4015-b3f7-6a49af0ed6ac,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,028,080,000","1,756,344,068,653"
#6283F9,"54,666","April 13, 2025, 7:21 AM",wakife.sojo@gmail.com,Wakife,56275,,FALSE,FALSE,FALSE,Sojo,TRUE,,developer,google,ready,,TRUE,,LFnXX2KcfxfDX8BK9h2s4ojPvF93,"April 13, 2025, 7:21 AM",80617695-f63d-4037-b630-f32337ffa1af,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,330,090,000","1,756,344,068,653"
#7E60A9,"69,674","May 30, 2025, 12:58 PM",koxewa.rusy@gmail.com,Koxewa,71290,,FALSE,FALSE,FALSE,Rusy,TRUE,,developer,google,ready,,TRUE,,PHiPBkPbCOfdHcVTSqjl2KheRZm1,"May 30, 2025, 12:58 PM",f0b2890f-35f1-4846-851c-d4af1165e995,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,573,060,000","1,756,344,068,653"
#D7484F,"35,666","January 31, 2025, 11:08 AM",fope.kyso@octarineworks.systems,Fope,37272,,FALSE,FALSE,FALSE,Kyso,TRUE,,developer,email,ready,,TRUE,,x1teA0Y9JDSIOlqNvGfNQbM75413,"January 31, 2025, 11:08 AM",9aa72e63-9126-46eb-9c54-8526d158a401,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,960,050,000","1,756,344,068,653"
#D60122,"81,284","June 28, 2025, 10:00 AM",nojosu.kuda@gmail.com,Nojosu,82900,,FALSE,FALSE,FALSE,Kuda,TRUE,,developer,email,ready,,TRUE,,UCMSNuyHTCec0FVuNiEtJIFi9Vq2,"June 28, 2025, 10:00 AM",69532d0b-828e-44f0-bd8b-157378620c8c,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,736,350,000","1,756,344,068,653"
#4B65F2,"44,333","March 10, 2025, 9:00 AM",xawiwu.vywape@acmesolutions.co,Xawiwu,45941,,FALSE,FALSE,FALSE,Vywape,TRUE,,developer,google,ready,,TRUE,,zHNArQRkKsQn0gbMpYAF4zeXWfr2,"March 10, 2025, 9:00 AM",0a557708-164e-4061-93b2-2661896f90ac,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,199,640,000","1,756,344,068,653"
#B4479B,"58,951","April 24, 2025, 5:35 AM",saco.jybedu@gmail.com,Saco,60562,,FALSE,FALSE,FALSE,Jybedu,TRUE,,developer,google,ready,,TRUE,,Z48KSnDchFcD3yUOPCzHWgPM5052,"April 24, 2025, 5:35 AM",9a3d2a7e-8332-4fc2-ae46-875966892c03,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,385,250,000","1,756,344,068,653"
#084694,"20,286","October 23, 2024, 7:18 AM",wecyxe.qupy@gmail.com,Wecyxe,21883,,FALSE,FALSE,FALSE,Qupy,TRUE,,developer,google,ready,,TRUE,,NK68i39qOvPwHJkoxHwZNUlyLr22,"October 23, 2024, 7:18 AM",7bdeb6c2-de8d-4e28-9aac-83ad4dd0e3df,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,642,790,000","1,756,344,068,653"
#6F37D0,"98,582","August 25, 2025, 3:36 AM",zuhyqi.zame@gmail.com,Zuhyqi,100198,,FALSE,FALSE,FALSE,Zame,TRUE,,developer,email,ready,,TRUE,,0W9TsReXyXW00ButIeNKg5gdHhP2,"August 25, 2025, 3:36 AM",4733432b-850a-4496-aa47-4b73f6650802,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,079,090,000","1,756,344,068,653"
#866D75,"67,757","May 24, 2025, 11:13 AM",jofo.xefo@gmail.com,Jofo,69373,,FALSE,FALSE,FALSE,Xefo,TRUE,,developer,google,ready,,TRUE,,3yAMMeHndlTqppNdsJYjGm5KlIW2,"May 24, 2025, 11:13 AM",6cfb2c2e-4ea9-407d-90c7-11a2cfd86927,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,553,830,000","1,756,344,068,653"
#B89889,"91,156","July 21, 2025, 3:29 AM",simylo.xeta@evergreensolutions.ai,Simylo,92772,,FALSE,FALSE,FALSE,Xeta,TRUE,,developer,google,ready,,TRUE,,IgcbswRM5Bf0lNJJTaV3OfuCdGs2,"July 21, 2025, 3:29 AM",86d765d6-08c6-407c-8f55-22c7baedeb2a,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,971,680,000","1,756,344,068,653"
#B4DC0B,"60,708","April 29, 2025, 5:41 PM",zidame.sofo@bluepeaksolutions.io,Zidame,62319,,FALSE,FALSE,FALSE,Sofo,TRUE,,developer,google,ready,,TRUE,,vVCb5gaAnHSwSk3OZRUpZW8ozbG2,"April 29, 2025, 5:41 PM",b5932c79-5227-4058-bfd6-bdd5852d5c9e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,403,450,000","1,756,344,068,653"
#DF0551,"93,238","July 28, 2025, 9:44 PM",lagoby.gyti@silverlineventures.co,Lagoby,94854,,FALSE,FALSE,FALSE,Gyti,TRUE,,developer,google,ready,,TRUE,,LNSBnkpqHqVZWgouGd9Pl1Gnf1j1,"July 28, 2025, 9:44 PM",dbd65e74-21e8-43bd-bced-ff9c7073fcf4,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,004,310,000","1,756,344,068,653"
#D3358C,"64,302","May 12, 2025, 8:57 AM",lekepo.piqi@hooligroup.net,Lekepo,65913,,FALSE,FALSE,FALSE,Piqi,TRUE,,developer,email,ready,,TRUE,,y3LSjFOycfWEEjKkjfVwVscJbkn2,"May 12, 2025, 8:57 AM",449ddcac-5143-4595-b138-81245c64628c,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,519,310,000","1,756,344,068,653"
#FB44BE,"68,861","May 28, 2025, 1:32 PM",qelo.ducue@northwindventures.net,Qelo,70477,,FALSE,FALSE,FALSE,Ducue,TRUE,,developer,google,ready,,TRUE,,OzvnfNRFBXORGMBYPnD4JFoAHT23,"May 28, 2025, 1:32 PM",cb75905f-b4e1-45d8-844f-2c82048d9d4a,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,564,980,000","1,756,344,068,653"
#8D0FEE,"72,734","June 6, 2025, 6:45 AM",cile.sevi@northwindsolutions.systems,Cile,74350,,FALSE,FALSE,FALSE,Sevi,TRUE,,developer,google,ready,,TRUE,,7Zhr3aPRoPbAx3jAuWHpKvWEVvH3,"June 6, 2025, 6:45 AM",0d196840-528c-4d12-a778-4ab8a18886ac,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,604,010,000","1,756,344,068,653"
#5FE2A7,"49,745","April 1, 2025, 1:10 AM",civa.focuca@gmail.com,Civa,51353,,FALSE,FALSE,FALSE,Focuca,TRUE,,developer,email,ready,,TRUE,,lft66RDwjObGm9yINBJCDTqRZiK2,"April 1, 2025, 1:10 AM",5bc2a6a3-f6bb-482b-9ac4-0d320d7c72e6,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,275,420,000","1,756,344,068,653"
#32F13C,"83,404","June 30, 2025, 4:58 AM",gyfe.cabo@gmail.com,Gyfe,85020,,FALSE,FALSE,FALSE,Cabo,TRUE,,developer,google,ready,,TRUE,,2WGvzbGHf4Tu30WtJxi9WCMWZ9j1,"June 30, 2025, 4:58 AM",03039f66-82b0-4c21-a534-42544ce4ff43,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,837,200,000","1,756,344,068,653"
#102ABB,"86,554","July 9, 2025, 12:27 PM",sume.rusy@bluepeaksolutions.net,Sume,88170,,FALSE,FALSE,FALSE,Rusy,TRUE,,developer,email,ready,,TRUE,,AlcS39ccM2bBy3R5cjAGX99EPhx1,"July 9, 2025, 12:27 PM",316ff639-1515-4ad4-ba6f-3ae2b8ab03d4,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,889,730,000","1,756,344,068,653"
#6A2D63,"49,646","March 31, 2025, 9:33 AM",nehife.dyqe@gmail.com,Nehife,51254,,FALSE,FALSE,FALSE,Dyqe,TRUE,,developer,google,ready,,TRUE,,1NamOYYO0mOy7EK50WjMAhR4R6d2,"March 31, 2025, 9:33 AM",31b0835e-906c-469b-9785-894ae5580784,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,274,330,000","1,756,344,068,653"
#1F8DC5,"81,134","June 28, 2025, 5:54 AM",tuhycu.nucyza@baysidepartners.systems,Tuhycu,82750,,FALSE,FALSE,FALSE,Nucyza,TRUE,,developer,email,ready,,TRUE,,OxKJX8HVkVUVHm9s0FXYenBxUWK2,"June 28, 2025, 5:54 AM",0eeb7e0e-5c64-4139-afec-ba8621b32410,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,734,250,000","1,756,344,068,653"
#A9C85D,"36,268","February 4, 2025, 8:05 PM",xaly.mamy@gmail.com,Xaly,37876,,FALSE,FALSE,FALSE,Mamy,TRUE,,developer,google,ready,,TRUE,,2t5Aip1Bi2NodFeCqASyfrA9cPp2,"February 4, 2025, 8:05 PM",1cc610b5-64d5-48d6-8fe2-869208ae1af0,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,967,500,000","1,756,344,068,653"
#E49A76,"53,388","April 9, 2025, 9:18 PM",nowyto.cybe@gmail.com,Nowyto,54997,,FALSE,FALSE,FALSE,Cybe,TRUE,,developer,google,ready,,TRUE,,nAFUxUB3DYgBY2kbemlbGISAfBX2,"April 9, 2025, 9:18 PM",d99a3965-a60e-4b99-995b-19184013c55e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,314,350,000","1,756,344,068,653"
#4BB56E,"93,878","July 31, 2025, 2:25 AM",dyli.koraa@gmail.com,Dyli,95494,,FALSE,FALSE,FALSE,Koraa,TRUE,,developer,email,ready,,TRUE,,JvaEgG0DekVe2hczEaVifSEaCUw2,"July 31, 2025, 2:25 AM",5dfb68e1-9d37-4cb5-afcb-0f5a530285a5,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,028,930,000","1,756,344,068,653"
#0DBB4F,"50,378","April 4, 2025, 3:14 AM",bufo.wadi@octarinesolutions.systems,Bufo,51987,,FALSE,FALSE,FALSE,Wadi,TRUE,,developer,email,ready,,TRUE,,TbIPkuVllfdYGJTjlfYzfeDIUID3,"April 4, 2025, 3:14 AM",532d78c6-08cf-4578-8716-56846be9a18d,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,282,750,000","1,756,344,068,653"
#E49DF6,54,"November 6, 2023, 8:37 AM",gede.piva+1@evergreenventures.tech,Gede,4439,,FALSE,TRUE,FALSE,Piva,TRUE,,qa,email,ready,,TRUE,,eJAU8O2QClfjtN284xArM7UB9FB2,"November 6, 2023, 8:37 AM",0650a09e-0a3c-4364-a170-bb8439f84d8c,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,420,230,000","1,756,344,068,653"
#C3C9FF,"76,229","June 16, 2025, 4:24 AM",cile.sevi@evergreenventures.com,Cile,77845,,FALSE,FALSE,FALSE,Sevi,TRUE,,developer,email,ready,,TRUE,,GJlmCBSGIxQ0FupfyCZun84jtOF2,"June 16, 2025, 4:24 AM",f01cd3fd-74a8-489b-9249-f20875e90b45,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,664,850,000","1,756,344,068,653"
#936231,"75,474","June 14, 2025, 2:09 AM",poxanu.zimupe@globexworks.ai,Poxanu,77090,,FALSE,FALSE,FALSE,Zimupe,TRUE,,developer,email,ready,,TRUE,,ybAIOpnxxuhJRyD8nP2ANEMYsya2,"June 14, 2025, 2:09 AM",573625c0-04ce-4c19-910b-efa4eb5c26ed,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,654,060,000","1,756,344,068,653"
#1411F1,"96,187","August 12, 2025, 12:05 AM",mebi.gegy@gmail.com,Mebi,97803,,FALSE,FALSE,FALSE,Gegy,TRUE,,developer,email,ready,,TRUE,,TIomWAnQslgPk4rhqkmB34tfpb12,"August 12, 2025, 12:05 AM",aad78fb5-7234-4648-a916-08fdbddbff33,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,054,330,000","1,756,344,068,653"
#1AC688,"50,395","April 4, 2025, 4:37 AM",mapupa.veka@bluthcorp.ai,Mapupa,52004,,FALSE,FALSE,FALSE,Veka,TRUE,,developer,email,ready,,TRUE,,Hp4zKADM8oVxKCwe72rXLaOU31y1,"April 4, 2025, 4:37 AM",283188cb-aa65-4941-8366-64fce1fd4db6,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,282,940,000","1,756,344,068,653"
#52D5B9,"63,135","May 7, 2025, 9:08 AM",jese.tijo@gmail.com,Jese,64746,,FALSE,FALSE,FALSE,Tijo,TRUE,,developer,google,ready,,TRUE,,xjGommuaJ3PvQsruGg07h7zhWx72,"May 7, 2025, 9:08 AM",30dec28d-58e0-4563-9832-43d10ef4e308,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,500,250,000","1,756,344,068,653"
#4185BA,"24,779","November 23, 2024, 3:20 PM",rotopo.gihe@gmail.com,Rotopo,26381,,FALSE,FALSE,FALSE,Gihe,TRUE,,developer,google,ready,,TRUE,,FhAXEyk4rQeHeDks5oQXIqjc8lf1,"November 23, 2024, 3:20 PM",1a66c117-3131-469e-9ff1-1833faba012a,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,773,430,000","1,756,344,068,653"
#044AE0,"98,839","August 26, 2025, 7:54 AM",wajisi.rusy@gmail.com,Wajisi,100455,,FALSE,FALSE,FALSE,Rusy,TRUE,,developer,google,ready,,TRUE,,lgj9WKGquKRMP9MSVGFO3kV3uk43,"August 26, 2025, 7:54 AM",07f12b95-4ef4-4ae0-9da4-fe2d1b188baf,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,081,670,000","1,756,344,068,653"
#B0E5FB,54,"January 31, 2024, 5:57 AM",raze.sexi@evergreenventures.tech,Raze,5471,,FALSE,FALSE,FALSE,Sexi,TRUE,,qa,google,ready,,TRUE,,3SX8bA1a0SRRHE6Ay9hhvFixtyI3,"January 31, 2024, 5:57 AM",bfe8321e-42b3-40d9-b343-5d21b478d4d0,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,425,190,000","1,756,344,068,653"
#25FA65,"97,569","August 19, 2025, 1:22 PM",kyci.masa@gmail.com,Kyci,99185,,FALSE,FALSE,FALSE,Masa,TRUE,,developer,google,ready,,TRUE,,NOEPbkphYSTh2l24Fp61aBU0Wye2,"August 19, 2025, 1:22 PM",13646f68-2885-42f0-bdf2-c23f976b7c08,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,069,170,000","1,756,344,068,653"
#B79562,"76,283","June 16, 2025, 7:26 AM",osoja.nypa@gmail.com,Osoja,77899,,FALSE,FALSE,FALSE,Nypa,TRUE,,developer,email,ready,,TRUE,,dD2qkPpYbZdV2eDgcjDS81P6z0B2,"June 16, 2025, 7:26 AM",2e77bf37-8c68-4d60-8c25-826c74766dbb,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,665,610,000","1,756,344,068,653"
#A31A30,"39,250","February 20, 2025, 10:28 PM",cywapy.vonyfu@wonkaworks.io,Cywapy,40858,,FALSE,FALSE,FALSE,Vonyfu,TRUE,,developer,google,ready,,TRUE,,tKBQwVdWLsYqLZZVbPBo0yrqRwq2,"February 20, 2025, 10:28 PM",2d8fa708-6507-44fb-830f-6c9329171b6e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,006,850,000","1,756,344,068,653"
#6F6D71,"65,486","May 15, 2025, 4:16 PM",heguve.lowe@gmail.com,Heguve,67102,,FALSE,FALSE,FALSE,Lowe,TRUE,,developer,email,ready,,TRUE,,M6Wih3wHMLSaIN08ahg2CZagCJz2,"May 15, 2025, 4:16 PM",4adaa373-11ff-4d69-b2bf-8a8f74e455fd,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,531,200,000","1,756,344,068,653"
#B718BB,"76,002","June 15, 2025, 1:03 PM",piey.soka@gmail.com,Piey,77618,,FALSE,FALSE,FALSE,Soka,TRUE,,developer,google,ready,,TRUE,,yHJMhjRYm2OG4ki1COFH1hGu2Kh1,"June 15, 2025, 1:03 PM",e46c85fb-ca54-4051-b580-fdbabbf065bd,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,661,620,000","1,756,344,068,653"
#AA42C3,"37,015","February 10, 2025, 1:28 AM",pyjade.kyla@initech.ai,Pyjade,38623,,FALSE,FALSE,FALSE,Kyla,TRUE,,developer,google,ready,,TRUE,,Euzjv9ioAuNgQEmENWpWsxtpSSx1,"February 10, 2025, 1:28 AM",7fd33dd0-883f-41f1-8313-5ffe7b7d13e8,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,978,960,000","1,756,344,068,653"
#E39248,"53,285","April 9, 2025, 6:53 AM",nexe.hahobe@neutrinosolutions.co,Nexe,54894,,FALSE,FALSE,FALSE,Hahobe,TRUE,,developer,email,ready,,TRUE,,XI4lc9Pd6pYTosntiztsE5UW3s83,"April 9, 2025, 6:53 AM",e7be83b4-e1c5-4d44-b4e5-1118f64152a0,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,313,290,000","1,756,344,068,653"
#A3DC70,"93,179","July 28, 2025, 2:16 PM",geromi.raqa@silverlinegroup.dev,Geromi,94795,,FALSE,FALSE,FALSE,Raqa,TRUE,,developer,google,ready,,TRUE,,wYZ8mN01ghc1awiRMX3aCEtbEBo2,"July 28, 2025, 2:16 PM",c7d6d4a5-77af-4b95-b3dc-f5f0ff20d36f,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,003,470,000","1,756,344,068,653"
